Ship Mode,Segment,City,State,Sub-Category,Sales,Quantity,Discount,Profit,Quantity_sqrt,Discount_sqrt,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West
Standard Class,Home Office,New York City,New York,Furnishings,35.56,7,0.0,12.0904,2.6457512,0.0,False,False,True,False,True,True,False,False
Standard Class,Consumer,Seattle,Washington,Appliances,97.16,2,0.0,28.1764,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,San Francisco,California,Binders,15.24,5,0.2,5.1435,2.236068,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,San Francisco,California,Paper,13.23,3,0.0,6.0858,1.7320508,0.0,False,False,True,False,False,False,False,True
Second Class,Consumer,Aurora,Colorado,Storage,243.384,3,0.2,-51.7191,1.7320508,0.4472136,False,True,False,False,False,False,False,True
Second Class,Consumer,Aurora,Colorado,Accessories,119.8,5,0.2,29.95,2.236068,0.4472136,False,True,False,False,False,False,False,True
Second Class,Consumer,Aurora,Colorado,Phones,300.768,4,0.2,30.0768,2.0,0.4472136,False,True,False,False,False,False,False,True
Second Class,Consumer,Miami,Florida,Accessories,17.88,3,0.2,2.4585,1.7320508,0.4472136,False,True,False,False,False,False,True,False
Second Class,Consumer,Miami,Florida,Labels,235.944,3,0.2,85.5297,1.7320508,0.4472136,False,True,False,False,False,False,True,False
Second Class,Corporate,Warner Robins,Georgia,Chairs,392.94,3,0.0,43.2234,1.7320508,0.0,False,True,False,True,False,False,True,False
Standard Class,Consumer,Aurora,Colorado,Binders,18.882,3,0.7,-13.8468,1.7320508,0.83666,False,False,True,False,False,False,False,True
Standard Class,Consumer,Aurora,Colorado,Appliances,122.328,3,0.2,12.2328,1.7320508,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Home Office,Vallejo,California,Furnishings,1049.2,5,0.0,272.792,2.236068,0.0,False,False,True,False,True,False,False,True
Standard Class,Home Office,Vallejo,California,Binders,15.424,4,0.2,5.0128,2.0,0.4472136,False,False,True,False,True,False,False,True
Standard Class,Corporate,Minneapolis,Minnesota,Furnishings,18.84,3,0.0,6.0288,1.7320508,0.0,False,False,True,True,False,False,False,False
Second Class,Consumer,Mission Viejo,California,Storage,330.4,2,0.0,85.904,1.4142135,0.0,False,True,False,False,False,False,False,True
Second Class,Consumer,Mission Viejo,California,Labels,26.25,7,0.0,12.6,2.6457512,0.0,False,True,False,False,False,False,False,True
Standard Class,Consumer,Rochester Hills,Michigan,Accessories,132.52,4,0.0,54.3332,2.0,0.0,False,False,True,False,False,False,False,False
Standard Class,Home Office,Plainfield,New Jersey,Paper,6.48,1,0.0,3.1752,1.0,0.0,False,False,True,False,True,True,False,False
Standard Class,Home Office,Columbus,Indiana,Appliances,209.3,2,0.0,56.511,1.4142135,0.0,False,False,True,False,True,False,False,False
Standard Class,Corporate,Sierra Vista,Arizona,Fasteners,31.56,5,0.2,9.8625,2.236068,0.4472136,False,False,True,True,False,False,False,True
Standard Class,Corporate,Sierra Vista,Arizona,Appliances,30.144,2,0.2,3.0144,1.4142135,0.4472136,False,False,True,True,False,False,False,True
Second Class,Corporate,Vancouver,Washington,Furnishings,14.8,4,0.0,6.068,2.0,0.0,False,True,False,True,False,False,False,True
Second Class,Corporate,Vancouver,Washington,Phones,302.376,3,0.2,22.6782,1.7320508,0.4472136,False,True,False,True,False,False,False,True
Second Class,Corporate,Vancouver,Washington,Accessories,316.0,4,0.0,31.6,2.0,0.0,False,True,False,True,False,False,False,True
Standard Class,Home Office,New York City,New York,Paper,379.4,10,0.0,178.318,3.1622777,0.0,False,False,True,False,True,True,False,False
Standard Class,Corporate,New York City,New York,Paper,97.82,2,0.0,45.9754,1.4142135,0.0,False,False,True,True,False,True,False,False
Standard Class,Corporate,New York City,New York,Accessories,103.12,8,0.0,10.312,2.828427,0.0,False,False,True,True,False,True,False,False
Standard Class,Consumer,Columbus,Ohio,Appliances,113.552,2,0.2,8.5164,1.4142135,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Columbus,Ohio,Binders,3.318,2,0.7,-2.6544,1.4142135,0.83666,False,False,True,False,False,True,False,False
Standard Class,Consumer,Columbus,Ohio,Envelopes,134.288,2,0.2,45.3222,1.4142135,0.4472136,False,False,True,False,False,True,False,False
Same Day,Home Office,Aurora,Illinois,Chairs,701.372,2,0.3,-50.098,1.4142135,0.5477226,True,False,False,False,True,False,False,False
Same Day,Home Office,Aurora,Illinois,Binders,2.308,2,0.8,-3.462,1.4142135,0.8944272,True,False,False,False,True,False,False,False
Standard Class,Consumer,Arlington,Texas,Storage,999.432,7,0.2,124.929,2.6457512,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Arlington,Texas,Storage,724.08,14,0.2,-135.765,3.7416575,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Arlington,Texas,Tables,918.785,5,0.3,-118.1295,2.236068,0.5477226,False,False,True,False,False,False,False,False
Standard Class,Consumer,Arlington,Texas,Binders,2.724,3,0.8,-4.2222,1.7320508,0.8944272,False,False,True,False,False,False,False,False
Standard Class,Corporate,New York City,New York,Storage,459.95,5,0.0,18.398,2.236068,0.0,False,False,True,True,False,True,False,False
Same Day,Consumer,Louisville,Kentucky,Fasteners,10.74,3,0.0,5.2626,1.7320508,0.0,True,False,False,False,False,False,True,False
Second Class,Corporate,Dallas,Texas,Supplies,23.76,3,0.2,2.079,1.7320508,0.4472136,False,True,False,True,False,False,False,False
Second Class,Corporate,Dallas,Texas,Paper,85.056,3,0.2,28.7064,1.7320508,0.4472136,False,True,False,True,False,False,False,False
Second Class,Corporate,Dallas,Texas,Phones,381.576,3,0.2,28.6182,1.7320508,0.4472136,False,True,False,True,False,False,False,False
First Class,Consumer,Cleveland,Ohio,Furnishings,30.36,5,0.2,8.7285,2.236068,0.4472136,False,False,False,False,False,True,False,False
Standard Class,Home Office,Chicago,Illinois,Furnishings,23.976,3,0.6,-14.3856,1.7320508,0.7745967,False,False,True,False,True,False,False,False
Standard Class,Home Office,Chicago,Illinois,Tables,108.925,1,0.5,-71.8905,1.0,0.70710677,False,False,True,False,True,False,False,False
Standard Class,Home Office,Chicago,Illinois,Paper,36.352,8,0.2,11.36,2.828427,0.4472136,False,False,True,False,True,False,False,False
Standard Class,Consumer,Quincy,Illinois,Art,19.56,5,0.2,1.7115,2.236068,0.4472136,False,False,True,False,False,False,False,False
First Class,Consumer,Columbus,Indiana,Appliances,61.44,3,0.0,16.5888,1.7320508,0.0,False,False,False,False,False,False,False,False
First Class,Consumer,Columbus,Indiana,Paper,38.9,5,0.0,17.505,2.236068,0.0,False,False,False,False,False,False,False,False
First Class,Consumer,Columbus,Indiana,Accessories,99.39,3,0.0,40.7499,1.7320508,0.0,False,False,False,False,False,False,False,False
Standard Class,Consumer,Tyler,Texas,Appliances,2.688,3,0.8,-7.392,1.7320508,0.8944272,False,False,True,False,False,False,False,False
Standard Class,Consumer,Tyler,Texas,Accessories,27.816,3,0.2,4.5201,1.7320508,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Tyler,Texas,Furnishings,82.524,3,0.6,-41.262,1.7320508,0.7745967,False,False,True,False,False,False,False,False
Standard Class,Consumer,Tyler,Texas,Binders,182.994,3,0.8,-320.2395,1.7320508,0.8944272,False,False,True,False,False,False,False,False
Standard Class,Consumer,New York City,New York,Binders,14.352,3,0.2,4.6644,1.7320508,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Storage,64.96,2,0.0,2.5984,1.4142135,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Storage,68.6,4,0.0,18.522,2.0,0.0,False,False,True,False,False,True,False,False
Same Day,Corporate,Burlington,North Carolina,Machines,7999.98,4,0.5,-3839.9905,2.0,0.70710677,True,False,False,True,False,False,True,False
Same Day,Corporate,Burlington,North Carolina,Appliances,167.44,2,0.2,14.651,1.4142135,0.4472136,True,False,False,True,False,False,True,False
First Class,Consumer,Jackson,Mississippi,Accessories,479.97,3,0.0,163.1898,1.7320508,0.0,False,False,False,False,False,False,True,False
First Class,Consumer,Jackson,Mississippi,Labels,14.62,2,0.0,6.8714,1.4142135,0.0,False,False,False,False,False,False,True,False
First Class,Consumer,Jackson,Mississippi,Paper,19.44,3,0.0,9.3312,1.7320508,0.0,False,False,False,False,False,False,True,False
Standard Class,Consumer,New York City,New York,Bookcases,191.984,2,0.2,4.7996,1.4142135,0.4472136,False,False,True,False,False,True,False,False
Second Class,Consumer,Waynesboro,Virginia,Furnishings,104.01,1,0.0,14.5614,1.0,0.0,False,True,False,False,False,False,True,False
Second Class,Consumer,Waynesboro,Virginia,Phones,284.82,1,0.0,74.0532,1.0,0.0,False,True,False,False,False,False,True,False
Second Class,Consumer,Waynesboro,Virginia,Storage,36.84,3,0.0,10.3152,1.7320508,0.0,False,True,False,False,False,False,True,False
Standard Class,Consumer,Los Angeles,California,Accessories,166.24,1,0.0,24.936,1.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Paper,33.4,5,0.0,16.032,2.236068,0.0,False,False,True,False,False,False,False,True
First Class,Home Office,Chester,Pennsylvania,Art,198.272,8,0.2,17.3488,2.828427,0.4472136,False,False,False,False,True,True,False,False
First Class,Home Office,Chester,Pennsylvania,Labels,47.36,4,0.2,17.76,2.0,0.4472136,False,False,False,False,True,True,False,False
First Class,Home Office,Chester,Pennsylvania,Envelopes,200.984,7,0.2,62.8075,2.6457512,0.4472136,False,False,False,False,True,True,False,False
First Class,Home Office,Chester,Pennsylvania,Labels,97.696,4,0.2,31.7512,2.0,0.4472136,False,False,False,False,True,True,False,False
First Class,Home Office,Chester,Pennsylvania,Art,2.696,1,0.2,0.8088,1.0,0.4472136,False,False,False,False,True,True,False,False
First Class,Home Office,Chester,Pennsylvania,Binders,18.588,2,0.7,-13.6312,1.4142135,0.83666,False,False,False,False,True,True,False,False
First Class,Home Office,Chester,Pennsylvania,Binders,4.896,3,0.7,-3.4272,1.7320508,0.83666,False,False,False,False,True,True,False,False
Standard Class,Corporate,Cleveland,Ohio,Furnishings,15.072,3,0.2,4.1448,1.7320508,0.4472136,False,False,True,True,False,True,False,False
Second Class,Corporate,Seattle,Washington,Furnishings,209.88,3,0.0,35.6796,1.7320508,0.0,False,True,False,True,False,False,False,True
Standard Class,Consumer,Long Beach,California,Tables,369.912,3,0.2,-13.8717,1.7320508,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Corporate,Cary,North Carolina,Paper,10.368,2,0.2,3.6288,1.4142135,0.4472136,False,False,True,True,False,False,True,False
Standard Class,Corporate,Cary,North Carolina,Appliances,166.84,5,0.2,18.7695,2.236068,0.4472136,False,False,True,True,False,False,True,False
Standard Class,Corporate,Cary,North Carolina,Accessories,15.216,1,0.2,2.2824,1.0,0.4472136,False,False,True,True,False,False,True,False
First Class,Consumer,New York City,New York,Accessories,119.96,4,0.0,52.7824,2.0,0.0,False,False,False,False,False,True,False,False
First Class,Consumer,New York City,New York,Bookcases,883.92,5,0.2,-110.49,2.236068,0.4472136,False,False,False,False,False,True,False,False
First Class,Consumer,New York City,New York,Binders,46.72,8,0.2,15.768,2.828427,0.4472136,False,False,False,False,False,True,False,False
First Class,Home Office,New York City,New York,Paper,55.48,1,0.0,26.6304,1.0,0.0,False,False,False,False,True,True,False,False
Standard Class,Consumer,Palm Coast,Florida,Envelopes,24.448,4,0.2,8.8624,2.0,0.4472136,False,False,True,False,False,False,True,False
Standard Class,Corporate,Mount Vernon,New York,Appliances,281.34,6,0.0,109.7226,2.4494898,0.0,False,False,True,True,False,True,False,False
Standard Class,Corporate,Mount Vernon,New York,Phones,307.98,2,0.0,89.3142,1.4142135,0.0,False,False,True,True,False,True,False,False
Standard Class,Corporate,Mount Vernon,New York,Accessories,299.97,3,0.0,113.9886,1.7320508,0.0,False,False,True,True,False,True,False,False
Second Class,Corporate,Seattle,Washington,Binders,19.92,5,0.2,6.972,2.236068,0.4472136,False,True,False,True,False,False,False,True
First Class,Consumer,Dover,Delaware,Furnishings,9.94,2,0.0,3.0814,1.4142135,0.0,False,False,False,False,False,True,False,False
Standard Class,Consumer,Newark,Ohio,Furnishings,103.056,3,0.2,24.4758,1.7320508,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Home Office,Orem,Utah,Binders,59.808,3,0.2,19.4376,1.7320508,0.4472136,False,False,True,False,True,False,False,True
Standard Class,Home Office,Orem,Utah,Furnishings,73.32,6,0.0,21.996,2.4494898,0.0,False,False,True,False,True,False,False,True
Standard Class,Home Office,Los Angeles,California,Paper,146.82,3,0.0,73.41,1.7320508,0.0,False,False,True,False,True,False,False,True
Standard Class,Corporate,Detroit,Michigan,Tables,1652.94,3,0.0,231.4116,1.7320508,0.0,False,False,True,True,False,False,False,False
Standard Class,Corporate,Detroit,Michigan,Storage,296.37,3,0.0,80.0199,1.7320508,0.0,False,False,True,True,False,False,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Furnishings,129.92,5,0.2,21.112,2.236068,0.4472136,False,False,True,False,True,True,False,False
Standard Class,Corporate,Hialeah,Florida,Supplies,45.584,7,0.2,5.1282,2.6457512,0.4472136,False,False,True,True,False,False,True,False
Standard Class,Consumer,Austin,Texas,Envelopes,17.568,2,0.2,6.3684,1.4142135,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Austin,Texas,Phones,55.992,1,0.2,5.5992,1.0,0.4472136,False,False,True,False,False,False,False,False
First Class,Consumer,Oceanside,New York,Paper,182.72,8,0.0,84.0512,2.828427,0.0,False,False,False,False,False,True,False,False
First Class,Consumer,Oceanside,New York,Tables,400.032,2,0.4,-153.3456,1.4142135,0.6324555,False,False,False,False,False,True,False,False
First Class,Consumer,Oceanside,New York,Storage,33.63,3,0.0,10.089,1.7320508,0.0,False,False,False,False,False,True,False,False
First Class,Consumer,Oceanside,New York,Chairs,542.646,3,0.1,102.4998,1.7320508,0.31622776,False,False,False,False,False,True,False,False
First Class,Consumer,Oceanside,New York,Labels,6.3,2,0.0,3.024,1.4142135,0.0,False,False,False,False,False,True,False,False
Standard Class,Home Office,Seattle,Washington,Storage,242.94,3,0.0,9.7176,1.7320508,0.0,False,False,True,False,True,False,False,True
Standard Class,Home Office,Seattle,Washington,Accessories,179.97,3,0.0,86.3856,1.7320508,0.0,False,False,True,False,True,False,False,True
Standard Class,Home Office,Seattle,Washington,Binders,99.696,6,0.2,33.6474,2.4494898,0.4472136,False,False,True,False,True,False,False,True
Standard Class,Home Office,Seattle,Washington,Binders,27.936,4,0.2,9.4284,2.0,0.4472136,False,False,True,False,True,False,False,True
Standard Class,Home Office,Seattle,Washington,Bookcases,84.98,1,0.0,18.6956,1.0,0.0,False,False,True,False,True,False,False,True
Standard Class,Home Office,Seattle,Washington,Binders,18.72,5,0.2,6.552,2.236068,0.4472136,False,False,True,False,True,False,False,True
Standard Class,Consumer,San Francisco,California,Accessories,49.98,2,0.0,8.4966,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Home Office,Naperville,Illinois,Labels,11.784,3,0.2,4.2717,1.7320508,0.4472136,False,False,True,False,True,False,False,False
Standard Class,Home Office,Naperville,Illinois,Storage,272.736,3,0.2,-64.7748,1.7320508,0.4472136,False,False,True,False,True,False,False,False
Standard Class,Home Office,Naperville,Illinois,Binders,3.54,2,0.8,-5.487,1.4142135,0.8944272,False,False,True,False,True,False,False,False
Standard Class,Consumer,Dallas,Texas,Supplies,51.52,5,0.2,-10.948,2.236068,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Dallas,Texas,Paper,3.528,1,0.2,1.1466,1.0,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Dallas,Texas,Paper,4.624,1,0.2,1.6762,1.0,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Dallas,Texas,Supplies,55.168,4,0.2,6.2064,2.0,0.4472136,False,False,True,False,False,False,False,False
Same Day,Corporate,San Diego,California,Tables,567.12,10,0.2,-28.356,3.1622777,0.4472136,True,False,False,True,False,False,False,True
Same Day,Corporate,San Diego,California,Storage,359.32,4,0.0,7.1864,2.0,0.0,True,False,False,True,False,False,False,True
Second Class,Consumer,Evanston,Illinois,Phones,11.992,1,0.2,0.8994,1.0,0.4472136,False,True,False,False,False,False,False,False
Standard Class,Consumer,Trenton,Michigan,Binders,58.05,3,0.0,26.703,1.7320508,0.0,False,False,True,False,False,False,False,False
Standard Class,Consumer,Trenton,Michigan,Furnishings,157.74,11,0.0,56.7864,3.3166249,0.0,False,False,True,False,False,False,False,False
Standard Class,Consumer,Trenton,Michigan,Art,56.98,7,0.0,22.792,2.6457512,0.0,False,False,True,False,False,False,False,False
Standard Class,Consumer,Trenton,Michigan,Binders,2.88,1,0.0,1.4112,1.0,0.0,False,False,True,False,False,False,False,False
First Class,Corporate,San Francisco,California,Copiers,1199.976,3,0.2,374.9925,1.7320508,0.4472136,False,False,False,True,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Furnishings,79.92,4,0.0,28.7712,2.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Corporate,Jacksonville,Florida,Tables,383.438,4,0.45,-167.3184,2.0,0.6708204,False,False,True,True,False,False,True,False
Standard Class,Consumer,Cottage Grove,Minnesota,Storage,24.56,2,0.0,6.8768,1.4142135,0.0,False,False,True,False,False,False,False,False
Standard Class,Consumer,Cottage Grove,Minnesota,Accessories,119.8,4,0.0,47.92,2.0,0.0,False,False,True,False,False,False,False,False
Standard Class,Corporate,New York City,New York,Binders,13.128,3,0.2,4.2666,1.7320508,0.4472136,False,False,True,True,False,True,False,False
Standard Class,Corporate,Green Bay,Wisconsin,Paper,22.72,4,0.0,10.224,2.0,0.0,False,False,True,True,False,False,False,False
Standard Class,Consumer,Los Angeles,California,Paper,58.32,9,0.0,27.9936,3.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Corporate,Atlanta,Georgia,Labels,12.39,3,0.0,5.6994,1.7320508,0.0,False,False,True,True,False,False,True,False
Standard Class,Consumer,Columbus,Ohio,Phones,107.982,3,0.4,-26.9955,1.7320508,0.6324555,False,False,True,False,False,True,False,False
Second Class,Corporate,Bossier City,Louisiana,Envelopes,11.36,2,0.0,5.3392,1.4142135,0.0,False,True,False,True,False,False,True,False
Second Class,Corporate,Bossier City,Louisiana,Envelopes,50.94,3,0.0,25.47,1.7320508,0.0,False,True,False,True,False,False,True,False
Second Class,Corporate,Bossier City,Louisiana,Accessories,646.74,6,0.0,258.696,2.4494898,0.0,False,True,False,True,False,False,True,False
Second Class,Corporate,Bossier City,Louisiana,Binders,5.64,3,0.0,2.7072,1.7320508,0.0,False,True,False,True,False,False,True,False
Second Class,Corporate,Bossier City,Louisiana,Storage,572.58,6,0.0,34.3548,2.4494898,0.0,False,True,False,True,False,False,True,False
Standard Class,Corporate,Saint Petersburg,Florida,Furnishings,310.88,2,0.2,23.316,1.4142135,0.4472136,False,False,True,True,False,False,True,False
Standard Class,Consumer,Arlington,Virginia,Chairs,641.96,2,0.0,179.7488,1.4142135,0.0,False,False,True,False,False,False,True,False
Standard Class,Corporate,Des Moines,Iowa,Binders,18.28,2,0.0,9.14,1.4142135,0.0,False,False,True,True,False,False,False,False
Standard Class,Corporate,Des Moines,Iowa,Phones,207.0,3,0.0,51.75,1.7320508,0.0,False,False,True,True,False,False,False,False
Standard Class,Corporate,Des Moines,Iowa,Binders,32.35,5,0.0,16.175,2.236068,0.0,False,False,True,True,False,False,False,False
Standard Class,Corporate,Des Moines,Iowa,Binders,7.71,1,0.0,3.4695,1.0,0.0,False,False,True,True,False,False,False,False
Standard Class,Corporate,Des Moines,Iowa,Art,40.3,2,0.0,10.881,1.4142135,0.0,False,False,True,True,False,False,False,False
Standard Class,Corporate,Des Moines,Iowa,Furnishings,34.58,7,0.0,14.5236,2.6457512,0.0,False,False,True,True,False,False,False,False
Standard Class,Consumer,Cincinnati,Ohio,Art,32.76,7,0.2,3.6855,2.6457512,0.4472136,False,False,True,False,False,True,False,False
First Class,Home Office,San Francisco,California,Chairs,544.008,3,0.2,40.8006,1.7320508,0.4472136,False,False,False,False,True,False,False,True
First Class,Home Office,San Francisco,California,Paper,59.94,3,0.0,28.1718,1.7320508,0.0,False,False,False,False,True,False,False,True
First Class,Home Office,San Francisco,California,Paper,23.92,4,0.0,11.7208,2.0,0.0,False,False,False,False,True,False,False,True
First Class,Home Office,San Francisco,California,Paper,4.28,1,0.0,1.926,1.0,0.0,False,False,False,False,True,False,False,True
Second Class,Consumer,Columbus,Ohio,Binders,32.07,5,0.7,-22.449,2.236068,0.83666,False,True,False,False,False,True,False,False
Second Class,Consumer,Columbus,Ohio,Accessories,24.0,2,0.2,-2.7,1.4142135,0.4472136,False,True,False,False,False,True,False,False
Second Class,Consumer,Columbus,Ohio,Bookcases,35.49,1,0.5,-15.6156,1.0,0.70710677,False,True,False,False,False,True,False,False
Second Class,Consumer,Columbus,Ohio,Accessories,47.984,2,0.2,0.5998,1.4142135,0.4472136,False,True,False,False,False,True,False,False
Standard Class,Corporate,Columbia,South Carolina,Envelopes,186.69,3,0.0,87.7443,1.7320508,0.0,False,False,True,True,False,False,True,False
Second Class,Consumer,Lancaster,California,Binders,17.456,2,0.2,5.8914,1.4142135,0.4472136,False,True,False,False,False,False,False,True
Standard Class,Consumer,Lancaster,California,Chairs,348.928,2,0.2,34.8928,1.4142135,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Richmond,Virginia,Binders,143.96,4,0.0,69.1008,2.0,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Richmond,Virginia,Storage,15.42,1,0.0,4.1634,1.0,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Richmond,Virginia,Binders,43.04,8,0.0,21.0896,2.828427,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Richmond,Virginia,Chairs,332.94,3,0.0,79.9056,1.7320508,0.0,False,False,True,False,False,False,True,False
Same Day,Consumer,Asheville,North Carolina,Phones,1363.96,5,0.2,85.2475,2.236068,0.4472136,True,False,False,False,False,False,True,False
Standard Class,Consumer,San Francisco,California,Labels,9.96,2,0.0,4.5816,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,San Francisco,California,Paper,21.72,4,0.0,10.6428,2.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Rochester,Minnesota,Binders,20.16,7,0.0,9.8784,2.6457512,0.0,False,False,True,False,False,False,False,False
First Class,Corporate,Rochester,New York,Paper,132.79,7,0.0,63.7392,2.6457512,0.0,False,False,False,True,False,True,False,False
First Class,Corporate,Rochester,New York,Paper,12.96,2,0.0,6.2208,1.4142135,0.0,False,False,False,True,False,True,False,False
First Class,Corporate,Rochester,New York,Labels,21.56,7,0.0,10.3488,2.6457512,0.0,False,False,False,True,False,True,False,False
Standard Class,Consumer,Lake Elsinore,California,Chairs,283.92,5,0.2,17.745,2.236068,0.4472136,False,False,True,False,False,False,False,True
First Class,Corporate,San Diego,California,Furnishings,22.23,1,0.0,7.3359,1.0,0.0,False,False,False,True,False,False,False,True
First Class,Corporate,San Diego,California,Phones,215.968,2,0.2,18.8972,1.4142135,0.4472136,False,False,False,True,False,False,False,True
Second Class,Corporate,New York City,New York,Appliances,355.32,9,0.0,99.4896,3.0,0.0,False,True,False,True,False,True,False,False
Standard Class,Corporate,Monroe,Louisiana,Paper,12.96,2,0.0,6.2208,1.4142135,0.0,False,False,True,True,False,False,True,False
First Class,Consumer,San Francisco,California,Furnishings,18.28,2,0.0,6.2152,1.4142135,0.0,False,False,False,False,False,False,False,True
Standard Class,Consumer,Denver,Colorado,Art,43.176,3,0.2,4.3176,1.7320508,0.4472136,False,False,True,False,False,False,False,True
Standard Class,Consumer,Denver,Colorado,Phones,1983.968,4,0.2,247.996,2.0,0.4472136,False,False,True,False,False,False,False,True
First Class,Consumer,Omaha,Nebraska,Furnishings,28.4,2,0.0,11.076,1.4142135,0.0,False,False,False,False,False,False,False,False
First Class,Consumer,Omaha,Nebraska,Accessories,149.97,3,0.0,50.9898,1.7320508,0.0,False,False,False,False,False,False,False,False
First Class,Consumer,Edmonds,Washington,Art,11.52,4,0.0,3.2256,2.0,0.0,False,False,False,False,False,False,False,True
First Class,Consumer,Edmonds,Washington,Tables,1298.55,5,0.0,311.652,2.236068,0.0,False,False,False,False,False,False,False,True
First Class,Consumer,Edmonds,Washington,Appliances,213.92,4,0.0,62.0368,2.0,0.0,False,False,False,False,False,False,False,True
First Class,Consumer,Edmonds,Washington,Accessories,25.78,2,0.0,2.578,1.4142135,0.0,False,False,False,False,False,False,False,True
Same Day,Consumer,Santa Ana,California,Furnishings,18.28,2,0.0,6.2152,1.4142135,0.0,True,False,False,False,False,False,False,True
Same Day,Consumer,Santa Ana,California,Accessories,1399.93,7,0.0,601.9699,2.6457512,0.0,True,False,False,False,False,False,False,True
First Class,Corporate,Milwaukee,Wisconsin,Paper,51.84,8,0.0,24.8832,2.828427,0.0,False,False,False,True,False,False,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Paper,5.344,1,0.2,1.8704,1.0,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Paper,41.472,8,0.2,14.5152,2.828427,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Binders,3.168,3,0.7,-2.4288,1.7320508,0.83666,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Chairs,1228.465,5,0.3,0.0,2.236068,0.5477226,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Binders,31.086,3,0.7,-22.7964,1.7320508,0.83666,False,False,True,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Paper,335.52,4,0.2,117.432,2.0,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Belleville,New Jersey,Accessories,239.97,3,0.0,71.991,1.7320508,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,Belleville,New Jersey,Labels,9.82,2,0.0,4.8118,1.4142135,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,San Francisco,California,Accessories,67.8,4,0.0,4.068,2.0,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,San Francisco,California,Accessories,167.97,3,0.0,40.3128,1.7320508,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Lakeville,Minnesota,Fasteners,35.0,7,0.0,16.8,2.6457512,0.0,False,False,True,False,False,False,False,False
Standard Class,Consumer,Lakeville,Minnesota,Supplies,37.24,4,0.0,10.7996,2.0,0.0,False,False,True,False,False,False,False,False
Standard Class,Consumer,Lakeville,Minnesota,Envelopes,15.28,2,0.0,7.4872,1.4142135,0.0,False,False,True,False,False,False,False,False
Second Class,Consumer,Florence,Kentucky,Chairs,301.96,2,0.0,90.588,1.4142135,0.0,False,True,False,False,False,False,True,False
Second Class,Consumer,Florence,Kentucky,Appliances,180.66,3,0.0,50.5848,1.7320508,0.0,False,True,False,False,False,False,True,False
Second Class,Consumer,Florence,Kentucky,Phones,191.98,2,0.0,51.8346,1.4142135,0.0,False,True,False,False,False,False,True,False
Second Class,Consumer,Florence,Kentucky,Phones,65.99,1,0.0,17.1574,1.0,0.0,False,True,False,False,False,False,True,False
Standard Class,Corporate,Tampa,Florida,Art,35.216,2,0.2,2.6412,1.4142135,0.4472136,False,False,True,True,False,False,True,False
Standard Class,Corporate,Tampa,Florida,Appliances,23.696,2,0.2,6.5164,1.4142135,0.4472136,False,False,True,True,False,False,True,False
