Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,36.352,8,0.2,11.36,False,True,False,False,False,True,False
Standard Class,Consumer,Quincy,Illinois,Central,Office Supplies,Art,19.56,5,0.2,1.7115,False,False,False,False,False,True,False
First Class,Consumer,Columbus,Indiana,Central,Office Supplies,Appliances,61.44,3,0.0,16.5888,False,False,False,False,False,True,False
First Class,Consumer,Columbus,Indiana,Central,Office Supplies,Paper,38.9,5,0.0,17.505,False,False,False,False,False,True,False
First Class,Consumer,Columbus,Indiana,Central,Technology,Accessories,99.39,3,0.0,40.7499,False,False,False,False,False,False,True
Standard Class,Consumer,Tyler,Texas,Central,Office Supplies,Appliances,2.688,3,0.8,-7.392,False,False,False,False,False,True,False
Standard Class,Consumer,Tyler,Texas,Central,Technology,Accessories,27.816,3,0.2,4.5201,False,False,False,False,False,False,True
Standard Class,Consumer,Tyler,Texas,Central,Furniture,Furnishings,82.524,3,0.6,-41.262,False,False,False,False,False,False,False
Standard Class,Consumer,Tyler,Texas,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395,False,False,False,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,14.352,3,0.2,4.6644,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,64.96,2,0.0,2.5984,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,68.6,4,0.0,18.522,False,False,True,False,False,True,False
Same Day,Corporate,Burlington,North Carolina,South,Technology,Machines,7999.98,4,0.5,-3839.9905,True,False,False,True,False,False,True
Same Day,Corporate,Burlington,North Carolina,South,Office Supplies,Appliances,167.44,2,0.2,14.651,True,False,False,True,False,True,False
First Class,Consumer,Jackson,Mississippi,South,Technology,Accessories,479.97,3,0.0,163.1898,False,False,False,True,False,False,True
First Class,Consumer,Jackson,Mississippi,South,Office Supplies,Labels,14.62,2,0.0,6.8714,False,False,False,True,False,True,False
First Class,Consumer,Jackson,Mississippi,South,Office Supplies,Paper,19.44,3,0.0,9.3312,False,False,False,True,False,True,False
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,191.984,2,0.2,4.7996,False,False,True,False,False,False,False
Second Class,Consumer,Waynesboro,Virginia,South,Furniture,Furnishings,104.01,1,0.0,14.5614,False,False,False,True,False,False,False
Second Class,Consumer,Waynesboro,Virginia,South,Technology,Phones,284.82,1,0.0,74.0532,False,False,False,True,False,False,True
Second Class,Consumer,Waynesboro,Virginia,South,Office Supplies,Storage,36.84,3,0.0,10.3152,False,False,False,True,False,True,False
Standard Class,Consumer,Los Angeles,California,West,Technology,Accessories,166.24,1,0.0,24.936,False,False,False,False,True,False,True
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,33.4,5,0.0,16.032,False,False,False,False,True,True,False
First Class,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,198.272,8,0.2,17.3488,False,True,True,False,False,True,False
First Class,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,47.36,4,0.2,17.76,False,True,True,False,False,True,False
First Class,Home Office,Chester,Pennsylvania,East,Office Supplies,Envelopes,200.984,7,0.2,62.8075,False,True,True,False,False,True,False
First Class,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,97.696,4,0.2,31.7512,False,True,True,False,False,True,False
First Class,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,2.696,1,0.2,0.8088,False,True,True,False,False,True,False
First Class,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,18.588,2,0.7,-13.6312,False,True,True,False,False,True,False
First Class,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,False,True,True,False,False,True,False
Standard Class,Corporate,Cleveland,Ohio,East,Furniture,Furnishings,15.072,3,0.2,4.1448,True,False,True,False,False,False,False
Second Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,209.88,3,0.0,35.6796,True,False,False,False,True,False,False
Standard Class,Consumer,Long Beach,California,West,Furniture,Tables,369.912,3,0.2,-13.8717,False,False,False,False,True,False,False
Standard Class,Corporate,Cary,North Carolina,South,Office Supplies,Paper,10.368,2,0.2,3.6288,True,False,False,True,False,True,False
Standard Class,Corporate,Cary,North Carolina,South,Office Supplies,Appliances,166.84,5,0.2,18.7695,True,False,False,True,False,True,False
Standard Class,Corporate,Cary,North Carolina,South,Technology,Accessories,15.216,1,0.2,2.2824,True,False,False,True,False,False,True
First Class,Consumer,New York City,New York,East,Technology,Accessories,119.96,4,0.0,52.7824,False,False,True,False,False,False,True
First Class,Consumer,New York City,New York,East,Furniture,Bookcases,883.92,5,0.2,-110.49,False,False,True,False,False,False,False
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,46.72,8,0.2,15.768,False,False,True,False,False,True,False
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,55.48,1,0.0,26.6304,False,True,True,False,False,True,False
Standard Class,Consumer,Palm Coast,Florida,South,Office Supplies,Envelopes,24.448,4,0.2,8.8624,False,False,False,True,False,True,False
Standard Class,Corporate,Mount Vernon,New York,East,Office Supplies,Appliances,281.34,6,0.0,109.7226,True,False,True,False,False,True,False
Standard Class,Corporate,Mount Vernon,New York,East,Technology,Phones,307.98,2,0.0,89.3142,True,False,True,False,False,False,True
Standard Class,Corporate,Mount Vernon,New York,East,Technology,Accessories,299.97,3,0.0,113.9886,True,False,True,False,False,False,True
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,19.92,5,0.2,6.972,True,False,False,False,True,True,False
First Class,Consumer,Dover,Delaware,East,Furniture,Furnishings,9.94,2,0.0,3.0814,False,False,True,False,False,False,False
Standard Class,Consumer,Newark,Ohio,East,Furniture,Furnishings,103.056,3,0.2,24.4758,False,False,True,False,False,False,False
Standard Class,Home Office,Orem,Utah,West,Office Supplies,Binders,59.808,3,0.2,19.4376,False,True,False,False,True,True,False
Standard Class,Home Office,Orem,Utah,West,Furniture,Furnishings,73.32,6,0.0,21.996,False,True,False,False,True,False,False
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,146.82,3,0.0,73.41,False,True,False,False,True,True,False
Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,1652.94,3,0.0,231.4116,True,False,False,False,False,False,False
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,296.37,3,0.0,80.0199,True,False,False,False,False,True,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,129.92,5,0.2,21.112,False,True,True,False,False,False,False
Standard Class,Corporate,Hialeah,Florida,South,Office Supplies,Supplies,45.584,7,0.2,5.1282,True,False,False,True,False,True,False
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Envelopes,17.568,2,0.2,6.3684,False,False,False,False,False,True,False
Standard Class,Consumer,Austin,Texas,Central,Technology,Phones,55.992,1,0.2,5.5992,False,False,False,False,False,False,True
First Class,Consumer,Oceanside,New York,East,Office Supplies,Paper,182.72,8,0.0,84.0512,False,False,True,False,False,True,False
First Class,Consumer,Oceanside,New York,East,Furniture,Tables,400.032,2,0.4,-153.3456,False,False,True,False,False,False,False
First Class,Consumer,Oceanside,New York,East,Office Supplies,Storage,33.63,3,0.0,10.089,False,False,True,False,False,True,False
First Class,Consumer,Oceanside,New York,East,Furniture,Chairs,542.646,3,0.1,102.4998,False,False,True,False,False,False,False
First Class,Consumer,Oceanside,New York,East,Office Supplies,Labels,6.3,2,0.0,3.024,False,False,True,False,False,True,False
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,242.94,3,0.0,9.7176,False,True,False,False,True,True,False
Standard Class,Home Office,Seattle,Washington,West,Technology,Accessories,179.97,3,0.0,86.3856,False,True,False,False,True,False,True
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,99.696,6,0.2,33.6474,False,True,False,False,True,True,False
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,27.936,4,0.2,9.4284,False,True,False,False,True,True,False
Standard Class,Home Office,Seattle,Washington,West,Furniture,Bookcases,84.98,1,0.0,18.6956,False,True,False,False,True,False,False
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,18.72,5,0.2,6.552,False,True,False,False,True,True,False
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,49.98,2,0.0,8.4966,False,False,False,False,True,False,True
Standard Class,Home Office,Naperville,Illinois,Central,Office Supplies,Labels,11.784,3,0.2,4.2717,False,True,False,False,False,True,False
Standard Class,Home Office,Naperville,Illinois,Central,Office Supplies,Storage,272.736,3,0.2,-64.7748,False,True,False,False,False,True,False
Standard Class,Home Office,Naperville,Illinois,Central,Office Supplies,Binders,3.54,2,0.8,-5.487,False,True,False,False,False,True,False
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,51.52,5,0.2,-10.948,False,False,False,False,False,True,False
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,3.528,1,0.2,1.1466,False,False,False,False,False,True,False
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,4.624,1,0.2,1.6762,False,False,False,False,False,True,False
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,55.168,4,0.2,6.2064,False,False,False,False,False,True,False
Same Day,Corporate,San Diego,California,West,Furniture,Tables,567.12,10,0.2,-28.356,True,False,False,False,True,False,False
Same Day,Corporate,San Diego,California,West,Office Supplies,Storage,359.32,4,0.0,7.1864,True,False,False,False,True,True,False
Second Class,Consumer,Evanston,Illinois,Central,Technology,Phones,11.992,1,0.2,0.8994,False,False,False,False,False,False,True
Standard Class,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,58.05,3,0.0,26.703,False,False,False,False,False,True,False
Standard Class,Consumer,Trenton,Michigan,Central,Furniture,Furnishings,157.74,11,0.0,56.7864,False,False,False,False,False,False,False
Standard Class,Consumer,Trenton,Michigan,Central,Office Supplies,Art,56.98,7,0.0,22.792,False,False,False,False,False,True,False
Standard Class,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,2.88,1,0.0,1.4112,False,False,False,False,False,True,False
First Class,Corporate,San Francisco,California,West,Technology,Copiers,1199.976,3,0.2,374.9925,True,False,False,False,True,False,True
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,79.92,4,0.0,28.7712,False,False,False,False,True,False,False
Standard Class,Corporate,Jacksonville,Florida,South,Furniture,Tables,383.438,4,0.45,-167.3184,True,False,False,True,False,False,False
Standard Class,Consumer,Cottage Grove,Minnesota,Central,Office Supplies,Storage,24.56,2,0.0,6.8768,False,False,False,False,False,True,False
Standard Class,Consumer,Cottage Grove,Minnesota,Central,Technology,Accessories,119.8,4,0.0,47.92,False,False,False,False,False,False,True
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,13.128,3,0.2,4.2666,True,False,True,False,False,True,False
Standard Class,Corporate,Green Bay,Wisconsin,Central,Office Supplies,Paper,22.72,4,0.0,10.224,True,False,False,False,False,True,False
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,58.32,9,0.0,27.9936,False,False,False,False,True,True,False
Standard Class,Corporate,Atlanta,Georgia,South,Office Supplies,Labels,12.39,3,0.0,5.6994,True,False,False,True,False,True,False
Standard Class,Consumer,Columbus,Ohio,East,Technology,Phones,107.982,3,0.4,-26.9955,False,False,True,False,False,False,True
Second Class,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,11.36,2,0.0,5.3392,True,False,False,True,False,True,False
Second Class,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,50.94,3,0.0,25.47,True,False,False,True,False,True,False
Second Class,Corporate,Bossier City,Louisiana,South,Technology,Accessories,646.74,6,0.0,258.696,True,False,False,True,False,False,True
Second Class,Corporate,Bossier City,Louisiana,South,Office Supplies,Binders,5.64,3,0.0,2.7072,True,False,False,True,False,True,False
Second Class,Corporate,Bossier City,Louisiana,South,Office Supplies,Storage,572.58,6,0.0,34.3548,True,False,False,True,False,True,False
Standard Class,Corporate,Saint Petersburg,Florida,South,Furniture,Furnishings,310.88,2,0.2,23.316,True,False,False,True,False,False,False
Standard Class,Consumer,Arlington,Virginia,South,Furniture,Chairs,641.96,2,0.0,179.7488,False,False,False,True,False,False,False
Standard Class,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,18.28,2,0.0,9.14,True,False,False,False,False,True,False
Standard Class,Corporate,Des Moines,Iowa,Central,Technology,Phones,207.0,3,0.0,51.75,True,False,False,False,False,False,True
Standard Class,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,32.35,5,0.0,16.175,True,False,False,False,False,True,False
Standard Class,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,7.71,1,0.0,3.4695,True,False,False,False,False,True,False
Standard Class,Corporate,Des Moines,Iowa,Central,Office Supplies,Art,40.3,2,0.0,10.881,True,False,False,False,False,True,False
Standard Class,Corporate,Des Moines,Iowa,Central,Furniture,Furnishings,34.58,7,0.0,14.5236,True,False,False,False,False,False,False
Standard Class,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,32.76,7,0.2,3.6855,False,False,True,False,False,True,False
First Class,Home Office,San Francisco,California,West,Furniture,Chairs,544.008,3,0.2,40.8006,False,True,False,False,True,False,False
First Class,Home Office,San Francisco,California,West,Office Supplies,Paper,59.94,3,0.0,28.1718,False,True,False,False,True,True,False
First Class,Home Office,San Francisco,California,West,Office Supplies,Paper,23.92,4,0.0,11.7208,False,True,False,False,True,True,False
First Class,Home Office,San Francisco,California,West,Office Supplies,Paper,4.28,1,0.0,1.926,False,True,False,False,True,True,False
Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Binders,32.07,5,0.7,-22.449,False,False,True,False,False,True,False
Second Class,Consumer,Columbus,Ohio,East,Technology,Accessories,24.0,2,0.2,-2.7,False,False,True,False,False,False,True
Second Class,Consumer,Columbus,Ohio,East,Furniture,Bookcases,35.49,1,0.5,-15.6156,False,False,True,False,False,False,False
Second Class,Consumer,Columbus,Ohio,East,Technology,Accessories,47.984,2,0.2,0.5998,False,False,True,False,False,False,True
Standard Class,Corporate,Columbia,South Carolina,South,Office Supplies,Envelopes,186.69,3,0.0,87.7443,True,False,False,True,False,True,False
Second Class,Consumer,Lancaster,California,West,Office Supplies,Binders,17.456,2,0.2,5.8914,False,False,False,False,True,True,False
Standard Class,Consumer,Lancaster,California,West,Furniture,Chairs,348.928,2,0.2,34.8928,False,False,False,False,True,False,False
Standard Class,Consumer,Richmond,Virginia,South,Office Supplies,Binders,143.96,4,0.0,69.1008,False,False,False,True,False,True,False
Standard Class,Consumer,Richmond,Virginia,South,Office Supplies,Storage,15.42,1,0.0,4.1634,False,False,False,True,False,True,False
Standard Class,Consumer,Richmond,Virginia,South,Office Supplies,Binders,43.04,8,0.0,21.0896,False,False,False,True,False,True,False
Standard Class,Consumer,Richmond,Virginia,South,Furniture,Chairs,332.94,3,0.0,79.9056,False,False,False,True,False,False,False
Same Day,Consumer,Asheville,North Carolina,South,Technology,Phones,1363.96,5,0.2,85.2475,False,False,False,True,False,False,True
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,9.96,2,0.0,4.5816,False,False,False,False,True,True,False
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,21.72,4,0.0,10.6428,False,False,False,False,True,True,False
Standard Class,Consumer,Rochester,Minnesota,Central,Office Supplies,Binders,20.16,7,0.0,9.8784,False,False,False,False,False,True,False
First Class,Corporate,Rochester,New York,East,Office Supplies,Paper,132.79,7,0.0,63.7392,True,False,True,False,False,True,False
First Class,Corporate,Rochester,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208,True,False,True,False,False,True,False
First Class,Corporate,Rochester,New York,East,Office Supplies,Labels,21.56,7,0.0,10.3488,True,False,True,False,False,True,False
Standard Class,Consumer,Lake Elsinore,California,West,Furniture,Chairs,283.92,5,0.2,17.745,False,False,False,False,True,False,False
First Class,Corporate,San Diego,California,West,Furniture,Furnishings,22.23,1,0.0,7.3359,True,False,False,False,True,False,False
First Class,Corporate,San Diego,California,West,Technology,Phones,215.968,2,0.2,18.8972,True,False,False,False,True,False,True
Second Class,Corporate,New York City,New York,East,Office Supplies,Appliances,355.32,9,0.0,99.4896,True,False,True,False,False,True,False
Standard Class,Corporate,Monroe,Louisiana,South,Office Supplies,Paper,12.96,2,0.0,6.2208,True,False,False,True,False,True,False
First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,18.28,2,0.0,6.2152,False,False,False,False,True,False,False
Standard Class,Consumer,Denver,Colorado,West,Office Supplies,Art,43.176,3,0.2,4.3176,False,False,False,False,True,True,False
Standard Class,Consumer,Denver,Colorado,West,Technology,Phones,1983.968,4,0.2,247.996,False,False,False,False,True,False,True
First Class,Consumer,Omaha,Nebraska,Central,Furniture,Furnishings,28.4,2,0.0,11.076,False,False,False,False,False,False,False
First Class,Consumer,Omaha,Nebraska,Central,Technology,Accessories,149.97,3,0.0,50.9898,False,False,False,False,False,False,True
First Class,Consumer,Edmonds,Washington,West,Office Supplies,Art,11.52,4,0.0,3.2256,False,False,False,False,True,True,False
First Class,Consumer,Edmonds,Washington,West,Furniture,Tables,1298.55,5,0.0,311.652,False,False,False,False,True,False,False
First Class,Consumer,Edmonds,Washington,West,Office Supplies,Appliances,213.92,4,0.0,62.0368,False,False,False,False,True,True,False
First Class,Consumer,Edmonds,Washington,West,Technology,Accessories,25.78,2,0.0,2.578,False,False,False,False,True,False,True
Same Day,Consumer,Santa Ana,California,West,Furniture,Furnishings,18.28,2,0.0,6.2152,False,False,False,False,True,False,False
Same Day,Consumer,Santa Ana,California,West,Technology,Accessories,1399.93,7,0.0,601.9699,False,False,False,False,True,False,True
First Class,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Paper,51.84,8,0.0,24.8832,True,False,False,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,5.344,1,0.2,1.8704,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,41.472,8,0.2,14.5152,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.168,3,0.7,-2.4288,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,1228.465,5,0.3,0.0,False,False,True,False,False,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,31.086,3,0.7,-22.7964,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,335.52,4,0.2,117.432,False,False,True,False,False,True,False
Standard Class,Consumer,Belleville,New Jersey,East,Technology,Accessories,239.97,3,0.0,71.991,False,False,True,False,False,False,True
Standard Class,Consumer,Belleville,New Jersey,East,Office Supplies,Labels,9.82,2,0.0,4.8118,False,False,True,False,False,True,False
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,67.8,4,0.0,4.068,False,False,False,False,True,False,True
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,167.97,3,0.0,40.3128,False,False,False,False,True,False,True
Standard Class,Consumer,Lakeville,Minnesota,Central,Office Supplies,Fasteners,35.0,7,0.0,16.8,False,False,False,False,False,True,False
Standard Class,Consumer,Lakeville,Minnesota,Central,Office Supplies,Supplies,37.24,4,0.0,10.7996,False,False,False,False,False,True,False
Standard Class,Consumer,Lakeville,Minnesota,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,False,False,False,False,False,True,False
Second Class,Consumer,Florence,Kentucky,South,Furniture,Chairs,301.96,2,0.0,90.588,False,False,False,True,False,False,False
Second Class,Consumer,Florence,Kentucky,South,Office Supplies,Appliances,180.66,3,0.0,50.5848,False,False,False,True,False,True,False
Second Class,Consumer,Florence,Kentucky,South,Technology,Phones,191.98,2,0.0,51.8346,False,False,False,True,False,False,True
Second Class,Consumer,Florence,Kentucky,South,Technology,Phones,65.99,1,0.0,17.1574,False,False,False,True,False,False,True
Standard Class,Corporate,Tampa,Florida,South,Office Supplies,Art,35.216,2,0.2,2.6412,True,False,False,True,False,True,False
Standard Class,Corporate,Tampa,Florida,South,Office Supplies,Appliances,23.696,2,0.2,6.5164,True,False,False,True,False,True,False
Standard Class,Corporate,Tampa,Florida,South,Technology,Machines,265.475,1,0.5,-111.4995,True,False,False,True,False,False,True
Second Class,Consumer,Tyler,Texas,Central,Office Supplies,Binders,51.184,4,0.8,-79.3352,False,False,False,False,False,True,False
Standard Class,Home Office,Columbia,Tennessee,South,Office Supplies,Paper,9.664,2,0.2,3.2616,False,True,False,True,False,True,False
Standard Class,Corporate,Fort Worth,Texas,Central,Technology,Phones,21.072,3,0.2,1.5804,True,False,False,False,False,False,True
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,60.45,3,0.0,16.3215,True,False,True,False,False,True,False
Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,11.52,4,0.0,3.3408,True,False,True,False,False,True,False
Standard Class,Corporate,New York City,New York,East,Furniture,Bookcases,186.048,4,0.2,9.3024,True,False,True,False,False,False,False
First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,37.44,4,0.2,11.7,True,False,False,False,True,True,False
First Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,26.976,4,0.2,8.7672,True,False,False,False,True,True,False
First Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,11.36,2,0.0,3.2944,True,False,False,False,True,True,False
First Class,Corporate,Los Angeles,California,West,Office Supplies,Labels,14.62,2,0.0,6.8714,True,False,False,False,True,True,False
Standard Class,Consumer,Louisville,Kentucky,South,Technology,Phones,83.72,7,0.0,23.4416,False,False,False,True,False,False,True
Standard Class,Consumer,Louisville,Kentucky,South,Furniture,Chairs,287.94,3,0.0,77.7438,False,False,False,True,False,False,False
Standard Class,Consumer,Lorain,Ohio,East,Furniture,Furnishings,48.896,4,0.2,8.5568,False,False,True,False,False,False,False
Standard Class,Corporate,Linden,New Jersey,East,Technology,Accessories,115.36,7,0.0,49.6048,True,False,True,False,False,False,True
Second Class,Corporate,Salinas,California,West,Office Supplies,Art,5.16,2,0.0,1.3416,True,False,False,False,True,True,False
Second Class,Corporate,Salinas,California,West,Office Supplies,Paper,38.88,6,0.0,18.6624,True,False,False,False,True,True,False
Standard Class,Consumer,Jackson,Mississippi,South,Office Supplies,Art,185.88,6,0.0,50.1876,False,False,False,True,False,True,False
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,44.46,2,0.0,14.6718,False,False,True,False,False,False,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,242.94,3,0.0,9.7176,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,39.96,2,0.0,18.7812,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,102.3,10,0.0,26.598,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,21.36,2,0.0,5.7672,False,False,True,False,False,True,False
Standard Class,Home Office,New Brunswick,New Jersey,East,Office Supplies,Paper,7.61,1,0.0,3.5767,False,True,True,False,False,True,False
Standard Class,Home Office,New Brunswick,New Jersey,East,Office Supplies,Fasteners,7.16,2,0.0,3.58,False,True,True,False,False,True,False
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Supplies,7.36,2,0.0,0.1472,False,False,False,False,True,True,False
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,23.1,2,0.0,10.626,False,False,False,False,True,True,False
Second Class,Corporate,Jacksonville,Florida,South,Technology,Accessories,191.472,6,0.2,40.6878,True,False,False,True,False,False,True
Second Class,Corporate,Jacksonville,Florida,South,Office Supplies,Art,5.248,2,0.2,0.5904,True,False,False,True,False,True,False
Second Class,Corporate,Jacksonville,Florida,South,Technology,Phones,59.184,2,0.2,5.1786,True,False,False,True,False,False,True
Standard Class,Corporate,Springfield,Virginia,South,Office Supplies,Labels,2.89,1,0.0,1.3583,True,False,False,True,False,True,False
Standard Class,Corporate,Springfield,Virginia,South,Furniture,Furnishings,51.94,1,0.0,21.2954,True,False,False,True,False,False,False
First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,15.936,4,0.2,5.1792,True,False,True,False,False,True,False
Standard Class,Corporate,Lancaster,Pennsylvania,East,Office Supplies,Binders,44.91,6,0.7,-35.928,True,False,True,False,False,True,False
First Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1141.47,5,0.7,-760.98,False,True,True,False,False,True,False
First Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,280.782,3,0.4,-46.797,False,True,True,False,False,False,True
First Class,Consumer,Concord,New Hampshire,East,Office Supplies,Paper,34.44,3,0.0,17.22,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,11.36,2,0.0,5.2256,False,False,True,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,106.344,7,0.2,37.2204,False,False,True,False,False,True,False
Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Paper,192.16,5,0.2,67.256,False,False,False,True,False,True,False
Standard Class,Home Office,Concord,New Hampshire,East,Furniture,Furnishings,322.59,3,0.0,64.518,False,True,True,False,False,False,False
Standard Class,Home Office,Concord,New Hampshire,East,Technology,Accessories,29.99,1,0.0,13.1956,False,True,True,False,False,False,True
Standard Class,Home Office,Concord,New Hampshire,East,Technology,Accessories,371.97,3,0.0,66.9546,False,True,True,False,False,False,True
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.892,4,0.7,-4.1244,False,True,True,False,False,True,False
Second Class,Home Office,New York City,New York,East,Office Supplies,Binders,68.472,3,0.2,23.1093,False,True,True,False,False,True,False
Second Class,Home Office,New York City,New York,East,Furniture,Chairs,1242.9,5,0.1,262.39,False,True,True,False,False,False,False
Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Storage,30.84,2,0.0,8.3268,False,False,False,True,False,True,False
Same Day,Consumer,San Francisco,California,West,Office Supplies,Art,13.48,4,0.0,5.9312,False,False,False,False,True,True,False
First Class,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,31.4,5,0.0,10.048,False,True,False,False,False,False,False
Standard Class,Consumer,Rochester,New York,East,Furniture,Furnishings,17.46,2,0.0,5.9364,False,False,True,False,False,False,False
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,13.944,3,0.2,4.5318,True,False,False,False,True,True,False
Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,83.76,12,0.0,1.6752,False,False,False,False,True,True,False
Standard Class,Home Office,Columbia,Maryland,East,Office Supplies,Binders,37.66,7,0.0,18.4534,False,True,True,False,False,True,False
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,34.68,6,0.0,16.9932,True,False,False,False,True,True,False
Standard Class,Consumer,New Rochelle,New York,East,Technology,Accessories,149.95,5,0.0,14.995,False,False,True,False,False,False,True
Standard Class,Consumer,New Rochelle,New York,East,Office Supplies,Binders,51.312,3,0.2,18.6006,False,False,True,False,False,True,False
First Class,Home Office,Detroit,Michigan,Central,Office Supplies,Paper,4.54,1,0.0,2.043,False,True,False,False,False,True,False
First Class,Home Office,Detroit,Michigan,Central,Office Supplies,Art,15.92,4,0.0,5.4128,False,True,False,False,False,True,False
First Class,Home Office,Detroit,Michigan,Central,Technology,Phones,543.92,8,0.0,135.98,False,True,False,False,False,False,True
First Class,Corporate,San Francisco,California,West,Office Supplies,Storage,155.82,7,0.0,42.0714,True,False,False,False,True,True,False
